person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
53,35680,RENT,7,VENTURE,D,15000,11.79,1,0.42,Y,22
58,64696,RENT,6,DEBTCONSOLIDATION,E,25000,7.17,0,0.39,Y,7
61,23758,MORTGAGE,10,PERSONAL,A,3000,11.65,0,0.13,N,15
28,82052,OWN,7,HOMEIMPROVEMENT,E,15000,7.38,0,0.18,N,17
31,41489,RENT,2,DEBTCONSOLIDATION,B,10000,15.51,0,0.24,N,4
42,32387,MORTGAGE,9,EDUCATION,C,20000,17.56,1,0.62,N,10
44,35923,RENT,1,VENTURE,D,1000,13.79,0,0.03,N,16
61,43663,MORTGAGE,12,HOMEIMPROVEMENT,E,25000,15.88,1,0.57,N,22
37,48727,OWN,15,DEBTCONSOLIDATION,E,2000,20.01,0,0.04,N,19
32,50218,RENT,4,HOMEIMPROVEMENT,A,20000,15.21,1,0.4,Y,29
52,39545,OWN,5,MEDICAL,B,1000,10.83,0,0.03,N,11
35,54182,MORTGAGE,0,MEDICAL,D,30000,12.19,1,0.55,N,11
36,49224,RENT,0,PERSONAL,D,3000,18.77,1,0.06,N,24
42,35461,OWN,15,MEDICAL,A,15000,7.09,0,0.42,N,4
48,32889,RENT,1,PERSONAL,C,7500,10.21,0,0.23,N,2
40,66448,RENT,5,PERSONAL,E,25000,14.24,0,0.38,N,4
53,63714,MORTGAGE,12,EDUCATION,D,7500,15.82,0,0.12,N,26
30,50441,MORTGAGE,14,MEDICAL,C,25000,17.22,1,0.5,N,6
60,77815,MORTGAGE,6,EDUCATION,D,7500,10.09,0,0.1,Y,8
52,18385,RENT,7,DEBTCONSOLIDATION,C,25000,7.33,0,1.36,N,4
53,36967,OWN,9,MEDICAL,E,1000,20.28,0,0.03,N,5
22,27497,MORTGAGE,15,MEDICAL,C,7500,6.22,0,0.27,N,18
53,151468,OWN,8,PERSONAL,C,15000,6.53,0,0.1,N,4
53,70025,RENT,7,EDUCATION,E,1000,12.92,0,0.01,N,24
61,47120,MORTGAGE,0,HOMEIMPROVEMENT,A,5000,18.11,1,0.11,Y,5
33,72583,OWN,1,MEDICAL,E,35000,17.39,1,0.48,N,3
50,85659,RENT,7,HOMEIMPROVEMENT,D,35000,20.0,1,0.41,N,15
53,85205,OWN,15,PERSONAL,F,25000,7.27,1,0.29,N,6
33,77718,RENT,14,DEBTCONSOLIDATION,B,5000,11.01,0,0.06,N,22
46,42990,RENT,15,MEDICAL,D,7500,9.51,0,0.17,N,3
42,38151,OWN,6,EDUCATION,E,20000,18.77,0,0.52,Y,16
59,30300,OWN,11,DEBTCONSOLIDATION,D,3000,12.81,0,0.1,N,12
22,63021,RENT,13,MEDICAL,B,35000,5.43,0,0.56,N,23
58,45275,RENT,8,DEBTCONSOLIDATION,B,5000,16.33,0,0.11,Y,11
59,39765,MORTGAGE,4,MEDICAL,C,35000,11.22,0,0.88,N,21
46,38741,OWN,6,DEBTCONSOLIDATION,C,15000,13.5,0,0.39,N,2
35,101224,MORTGAGE,13,HOMEIMPROVEMENT,D,25000,19.3,0,0.25,N,20
54,78931,MORTGAGE,3,HOMEIMPROVEMENT,B,1000,9.11,0,0.01,N,15
62,122418,MORTGAGE,15,MEDICAL,E,30000,8.84,0,0.25,N,26
64,63863,RENT,2,MEDICAL,C,7500,9.21,0,0.12,Y,27
60,50436,OWN,10,HOMEIMPROVEMENT,A,20000,10.41,0,0.4,N,24
31,48402,RENT,8,DEBTCONSOLIDATION,A,30000,6.72,1,0.62,Y,23
23,29432,MORTGAGE,10,EDUCATION,D,3000,16.16,0,0.1,N,15
26,26089,MORTGAGE,5,VENTURE,C,10000,8.32,1,0.38,N,2
29,63175,MORTGAGE,15,EDUCATION,C,15000,19.82,0,0.24,N,26
26,30719,MORTGAGE,8,HOMEIMPROVEMENT,D,7500,8.45,0,0.24,N,10
29,54487,OTHER,3,EDUCATION,B,15000,9.09,0,0.28,Y,18
59,85625,MORTGAGE,8,PERSONAL,F,7500,9.75,0,0.09,N,15
51,35146,MORTGAGE,3,VENTURE,F,10000,17.3,1,0.28,Y,14
52,133952,RENT,3,HOMEIMPROVEMENT,A,20000,11.84,0,0.15,N,14
61,29871,OWN,5,DEBTCONSOLIDATION,E,20000,18.11,1,0.67,N,7
32,80426,RENT,13,MEDICAL,D,5000,17.56,1,0.06,N,8
28,60619,RENT,6,VENTURE,C,30000,19.87,1,0.49,N,3
28,89058,RENT,9,HOMEIMPROVEMENT,C,30000,17.11,0,0.34,Y,27
48,28054,MORTGAGE,5,DEBTCONSOLIDATION,E,15000,5.83,0,0.53,Y,9
40,155361,OTHER,3,VENTURE,F,10000,18.4,1,0.06,N,25
27,44829,MORTGAGE,15,DEBTCONSOLIDATION,C,10000,20.01,0,0.22,N,7
31,68756,RENT,8,MEDICAL,B,25000,20.9,0,0.36,N,26
40,100936,RENT,15,DEBTCONSOLIDATION,D,20000,7.0,0,0.2,Y,4
36,36230,MORTGAGE,2,MEDICAL,A,5000,14.81,0,0.14,N,19
24,74077,RENT,1,PERSONAL,D,20000,8.19,0,0.27,N,19
26,33331,RENT,13,HOMEIMPROVEMENT,E,5000,9.2,0,0.15,N,23
42,98565,MORTGAGE,9,EDUCATION,B,1000,16.93,0,0.01,N,24
46,33520,OWN,2,PERSONAL,A,20000,20.64,1,0.6,Y,7
23,49973,RENT,3,MEDICAL,D,20000,14.52,1,0.4,Y,12
61,57128,RENT,12,EDUCATION,B,10000,18.61,0,0.18,N,4
62,72558,OWN,5,DEBTCONSOLIDATION,B,15000,5.14,0,0.21,Y,17
34,131168,MORTGAGE,9,VENTURE,D,35000,5.59,0,0.27,N,6
31,39105,OWN,4,EDUCATION,F,20000,14.55,1,0.51,N,25
38,86627,RENT,5,PERSONAL,D,20000,11.22,0,0.23,N,23
32,131285,RENT,15,PERSONAL,C,2000,19.24,0,0.02,N,3
43,53256,OTHER,3,EDUCATION,C,3000,9.83,0,0.06,N,16
32,37232,RENT,6,DEBTCONSOLIDATION,A,7500,11.91,0,0.2,N,17
33,20639,MORTGAGE,13,MEDICAL,E,15000,13.45,1,0.73,Y,8
45,125698,RENT,3,DEBTCONSOLIDATION,C,25000,9.37,0,0.2,N,17
39,43381,MORTGAGE,5,EDUCATION,F,7500,19.54,0,0.17,N,25
56,29712,OWN,8,MEDICAL,F,10000,12.43,0,0.34,N,5
28,24855,MORTGAGE,6,EDUCATION,B,5000,11.79,0,0.2,N,29
49,29684,OWN,5,EDUCATION,F,5000,18.6,0,0.17,N,17
52,77641,RENT,4,HOMEIMPROVEMENT,F,35000,9.99,0,0.45,N,18
64,83194,OTHER,7,EDUCATION,D,20000,18.08,1,0.24,N,3
38,67918,RENT,8,EDUCATION,B,3000,6.96,0,0.04,N,17
26,52374,RENT,9,HOMEIMPROVEMENT,D,25000,7.92,0,0.48,N,5
38,26297,RENT,0,VENTURE,B,25000,20.21,1,0.95,N,8
39,34031,MORTGAGE,8,EDUCATION,D,20000,18.48,0,0.59,N,19
42,28189,OWN,15,HOMEIMPROVEMENT,A,3000,11.21,0,0.11,N,7
57,65278,MORTGAGE,7,EDUCATION,D,10000,15.22,0,0.15,N,19
52,28806,MORTGAGE,10,DEBTCONSOLIDATION,F,2000,20.09,0,0.07,N,29
61,34299,OWN,7,EDUCATION,B,30000,8.39,0,0.87,N,8
23,44723,OWN,13,VENTURE,D,20000,5.94,1,0.45,N,3
48,21271,MORTGAGE,15,PERSONAL,B,15000,13.6,0,0.71,N,20
30,50180,OWN,2,MEDICAL,D,10000,7.28,0,0.2,N,10
55,46463,MORTGAGE,5,VENTURE,D,5000,8.0,0,0.11,N,5
49,88619,RENT,5,VENTURE,B,2000,19.26,0,0.02,N,15
35,32534,RENT,5,DEBTCONSOLIDATION,C,35000,5.12,1,1.08,Y,6
53,25601,OWN,1,DEBTCONSOLIDATION,E,5000,18.07,1,0.2,Y,26
27,40658,RENT,12,PERSONAL,B,2000,13.27,0,0.05,Y,8
32,28309,RENT,0,PERSONAL,D,35000,13.95,1,1.24,N,9
50,49989,OWN,6,VENTURE,D,15000,15.75,0,0.3,N,16
41,19341,RENT,9,DEBTCONSOLIDATION,B,25000,11.9,0,1.29,Y,28
51,36218,OWN,2,MEDICAL,E,1000,6.85,0,0.03,N,20
44,30816,OWN,15,PERSONAL,C,15000,6.65,0,0.49,N,28
40,65112,OTHER,13,VENTURE,B,10000,17.07,0,0.15,N,12
57,32686,RENT,6,HOMEIMPROVEMENT,B,25000,8.54,1,0.76,N,21
24,20577,RENT,5,VENTURE,C,1000,5.45,0,0.05,Y,24
48,44315,OWN,3,MEDICAL,D,10000,20.67,0,0.23,Y,5
64,57523,RENT,10,VENTURE,D,25000,20.69,1,0.43,N,19
40,42804,MORTGAGE,1,DEBTCONSOLIDATION,D,15000,11.05,1,0.35,N,15
44,36110,MORTGAGE,9,DEBTCONSOLIDATION,D,15000,5.41,0,0.42,N,27
52,35039,RENT,13,DEBTCONSOLIDATION,C,2000,16.64,0,0.06,N,7
61,51868,OWN,2,HOMEIMPROVEMENT,C,3000,18.3,0,0.06,N,26
56,31422,MORTGAGE,14,MEDICAL,F,20000,7.0,0,0.64,N,17
54,41595,RENT,0,PERSONAL,F,20000,7.17,0,0.48,N,19
56,71340,RENT,15,DEBTCONSOLIDATION,C,35000,18.16,1,0.49,N,2
22,25574,RENT,1,MEDICAL,D,25000,19.75,1,0.98,N,9
35,47962,RENT,8,MEDICAL,B,15000,17.65,0,0.31,N,2
54,20040,MORTGAGE,3,DEBTCONSOLIDATION,B,30000,8.21,1,1.5,Y,2
56,54938,RENT,13,DEBTCONSOLIDATION,D,2000,11.58,0,0.04,N,20
26,30049,RENT,6,HOMEIMPROVEMENT,C,10000,14.61,0,0.33,N,22
59,81617,OWN,1,HOMEIMPROVEMENT,B,7500,7.56,0,0.09,Y,29
62,23424,MORTGAGE,7,MEDICAL,D,2000,8.37,0,0.09,N,26
32,61147,RENT,5,HOMEIMPROVEMENT,E,25000,9.53,0,0.41,N,28
23,90270,OWN,9,EDUCATION,F,15000,13.15,0,0.17,N,11
38,29279,RENT,14,VENTURE,C,15000,13.17,0,0.51,N,19
60,31858,OWN,5,MEDICAL,C,10000,18.03,0,0.31,N,13
41,30573,MORTGAGE,3,MEDICAL,A,15000,17.05,1,0.49,N,29
35,38448,MORTGAGE,0,HOMEIMPROVEMENT,D,3000,19.62,0,0.08,N,18
53,63494,MORTGAGE,7,MEDICAL,F,20000,18.33,0,0.31,N,2
55,36910,MORTGAGE,5,VENTURE,E,10000,9.06,0,0.27,Y,9
46,27987,OWN,4,EDUCATION,D,30000,10.3,1,1.07,Y,11
28,17865,OWN,2,EDUCATION,A,5000,13.01,0,0.28,N,27
56,109204,RENT,5,MEDICAL,C,5000,5.23,0,0.05,N,11
50,113578,RENT,15,VENTURE,C,20000,19.46,0,0.18,N,19
43,64868,OWN,3,MEDICAL,E,30000,5.71,0,0.46,N,10
62,32689,MORTGAGE,8,MEDICAL,A,15000,10.16,0,0.46,N,26
64,71242,OWN,11,VENTURE,C,25000,14.11,0,0.35,N,3
34,78775,MORTGAGE,10,EDUCATION,A,35000,13.29,1,0.44,N,4
34,43168,MORTGAGE,4,PERSONAL,D,35000,15.47,1,0.81,Y,3
22,50045,RENT,8,HOMEIMPROVEMENT,D,25000,13.44,1,0.5,N,7
57,90751,RENT,14,PERSONAL,D,25000,8.66,0,0.28,N,24
25,21585,MORTGAGE,0,PERSONAL,D,5000,8.22,0,0.23,N,13
58,80757,MORTGAGE,5,DEBTCONSOLIDATION,C,30000,19.52,1,0.37,N,23
61,41999,MORTGAGE,2,DEBTCONSOLIDATION,B,10000,9.22,0,0.24,N,20
34,28105,MORTGAGE,5,DEBTCONSOLIDATION,B,35000,9.5,1,1.25,N,29
59,29285,MORTGAGE,5,HOMEIMPROVEMENT,F,2000,11.61,0,0.07,Y,16
45,31813,OWN,10,EDUCATION,B,10000,7.23,0,0.31,Y,20
40,26768,RENT,1,HOMEIMPROVEMENT,A,15000,13.12,1,0.56,N,13
22,118859,MORTGAGE,6,HOMEIMPROVEMENT,B,10000,15.64,0,0.08,N,19
59,62667,RENT,7,DEBTCONSOLIDATION,B,5000,17.58,0,0.08,N,17
26,83469,MORTGAGE,6,PERSONAL,C,20000,16.38,0,0.24,N,3
37,64937,RENT,10,DEBTCONSOLIDATION,C,25000,7.36,0,0.38,N,12
45,50544,RENT,5,MEDICAL,F,20000,12.3,1,0.4,N,13
48,50887,RENT,15,DEBTCONSOLIDATION,D,5000,5.62,0,0.1,N,6
22,40184,RENT,6,EDUCATION,A,25000,5.28,1,0.62,N,28
55,41860,MORTGAGE,7,DEBTCONSOLIDATION,D,5000,12.04,0,0.12,N,28
57,24244,OTHER,12,VENTURE,E,3000,9.05,0,0.12,N,25
25,84196,RENT,3,EDUCATION,E,20000,15.93,0,0.24,N,7
21,19798,MORTGAGE,0,HOMEIMPROVEMENT,C,30000,16.59,1,1.52,N,26
60,28873,MORTGAGE,9,VENTURE,B,15000,19.33,1,0.52,N,12
32,134056,RENT,6,VENTURE,E,15000,17.17,0,0.11,N,22
56,52474,RENT,15,MEDICAL,D,7500,5.77,0,0.14,N,11
43,53575,RENT,15,DEBTCONSOLIDATION,C,15000,10.95,0,0.28,Y,5
51,67418,MORTGAGE,5,PERSONAL,A,3000,9.37,0,0.04,N,10
31,22693,RENT,5,PERSONAL,D,35000,11.18,1,1.54,N,13
30,24418,RENT,5,PERSONAL,A,30000,7.56,0,1.23,N,11
23,39243,RENT,4,VENTURE,A,20000,6.56,0,0.51,N,28
34,31204,MORTGAGE,11,VENTURE,B,15000,13.34,0,0.48,N,15
36,47217,MORTGAGE,10,MEDICAL,B,25000,16.53,0,0.53,N,6
30,62490,RENT,6,PERSONAL,C,15000,16.23,0,0.24,N,2
49,98182,MORTGAGE,0,VENTURE,B,7500,12.22,0,0.08,N,6
30,73537,MORTGAGE,3,HOMEIMPROVEMENT,A,3000,13.36,0,0.04,N,17
32,29817,RENT,3,DEBTCONSOLIDATION,B,20000,13.26,0,0.67,Y,6
50,40640,RENT,12,PERSONAL,A,35000,16.07,1,0.86,N,6
61,35473,MORTGAGE,1,MEDICAL,C,3000,5.77,0,0.08,N,19
21,29487,MORTGAGE,12,PERSONAL,B,5000,16.36,0,0.17,N,7
25,26315,MORTGAGE,9,DEBTCONSOLIDATION,B,10000,14.32,1,0.38,N,22
40,112662,MORTGAGE,10,EDUCATION,C,30000,8.17,0,0.27,N,19
28,49282,RENT,5,DEBTCONSOLIDATION,B,7500,5.78,0,0.15,N,29
63,43821,RENT,9,MEDICAL,B,5000,6.74,0,0.11,N,11
32,62450,MORTGAGE,8,MEDICAL,E,20000,13.4,0,0.32,N,16
21,64015,MORTGAGE,10,EDUCATION,C,15000,17.13,0,0.23,N,25
40,85768,RENT,5,HOMEIMPROVEMENT,E,2000,10.35,0,0.02,N,23
48,33798,OWN,6,HOMEIMPROVEMENT,C,2000,11.07,0,0.06,N,12
63,59955,MORTGAGE,8,EDUCATION,E,20000,19.95,1,0.33,N,27
57,31082,RENT,1,PERSONAL,B,15000,8.41,0,0.48,N,29
57,44574,MORTGAGE,5,EDUCATION,C,35000,6.66,0,0.79,N,28
32,50431,RENT,15,DEBTCONSOLIDATION,C,20000,10.49,0,0.4,N,20
57,52957,MORTGAGE,0,VENTURE,E,1000,16.93,1,0.02,N,26
64,51800,MORTGAGE,4,MEDICAL,C,15000,15.02,0,0.29,Y,14
48,73197,RENT,4,EDUCATION,E,10000,11.65,0,0.14,N,28
35,36370,OWN,8,DEBTCONSOLIDATION,C,2000,20.44,0,0.05,Y,28
26,53682,MORTGAGE,1,VENTURE,D,35000,16.76,1,0.65,N,21
64,33541,RENT,8,EDUCATION,E,30000,5.99,1,0.89,N,4
40,211161,RENT,1,VENTURE,F,5000,16.91,1,0.02,N,17
34,31056,RENT,1,DEBTCONSOLIDATION,D,5000,5.38,1,0.16,N,8
22,34533,OWN,10,VENTURE,B,1000,15.41,0,0.03,Y,13
29,76215,RENT,4,PERSONAL,B,7500,8.37,0,0.1,N,16
57,39547,RENT,15,VENTURE,B,20000,16.14,0,0.51,N,9
40,76230,RENT,0,VENTURE,A,10000,9.96,0,0.13,Y,24
46,52918,RENT,5,VENTURE,A,35000,18.97,0,0.66,N,18
49,40070,MORTGAGE,1,HOMEIMPROVEMENT,C,2000,10.39,0,0.05,N,2
21,33645,MORTGAGE,4,EDUCATION,E,20000,14.92,1,0.59,N,22
55,33043,MORTGAGE,15,VENTURE,A,30000,9.57,1,0.91,N,9
26,40289,MORTGAGE,14,EDUCATION,C,15000,19.68,1,0.37,N,15
57,44927,MORTGAGE,0,MEDICAL,B,1000,17.5,0,0.02,N,11
25,32339,RENT,7,VENTURE,E,5000,8.89,0,0.15,N,28
53,46415,RENT,8,HOMEIMPROVEMENT,A,7500,20.18,0,0.16,N,20
34,28365,RENT,2,EDUCATION,C,35000,10.71,0,1.23,Y,9
32,71535,MORTGAGE,1,HOMEIMPROVEMENT,F,35000,15.43,1,0.49,N,20
62,78722,OWN,15,MEDICAL,B,35000,16.89,1,0.44,N,5
40,34469,RENT,15,PERSONAL,D,30000,5.37,1,0.87,Y,11
44,33520,RENT,15,EDUCATION,E,10000,20.34,0,0.3,N,24
63,53581,RENT,11,VENTURE,B,35000,10.51,1,0.65,N,4
54,92289,OWN,9,VENTURE,F,35000,8.04,0,0.38,Y,5
45,103087,OWN,4,PERSONAL,E,10000,18.61,0,0.1,Y,17
49,24309,RENT,2,PERSONAL,A,7500,16.25,0,0.31,Y,25
59,81076,MORTGAGE,0,VENTURE,B,15000,6.39,0,0.19,N,5
51,47535,MORTGAGE,9,VENTURE,D,5000,6.87,0,0.11,N,26
63,47997,RENT,11,MEDICAL,E,1000,16.44,0,0.02,N,21
43,63092,RENT,12,HOMEIMPROVEMENT,B,35000,6.2,0,0.55,N,21
64,38542,MORTGAGE,15,VENTURE,D,35000,19.67,1,0.91,N,14
58,84825,RENT,14,MEDICAL,B,3000,16.86,0,0.04,N,22
40,99905,RENT,15,MEDICAL,E,10000,10.37,0,0.1,N,18
43,101787,RENT,3,DEBTCONSOLIDATION,D,30000,10.81,0,0.29,N,24
36,19497,MORTGAGE,10,EDUCATION,C,20000,13.1,0,1.03,N,26
62,43702,OWN,7,DEBTCONSOLIDATION,D,10000,10.78,0,0.23,N,17
28,18627,MORTGAGE,3,MEDICAL,E,25000,17.54,1,1.34,N,29
41,33435,RENT,15,PERSONAL,B,30000,20.6,1,0.9,N,26
21,14783,RENT,15,MEDICAL,D,35000,14.35,1,2.37,N,18
28,61398,MORTGAGE,1,HOMEIMPROVEMENT,B,10000,12.14,0,0.16,N,7
49,54701,RENT,0,HOMEIMPROVEMENT,D,3000,8.56,0,0.05,Y,4
52,39485,MORTGAGE,9,HOMEIMPROVEMENT,D,35000,15.45,1,0.89,Y,21
58,33005,RENT,8,EDUCATION,C,2000,15.97,0,0.06,N,25
25,57355,MORTGAGE,15,DEBTCONSOLIDATION,D,25000,15.96,1,0.44,N,5
42,29563,OWN,3,PERSONAL,C,3000,5.43,0,0.1,N,9
54,28574,OWN,1,VENTURE,F,10000,19.39,0,0.35,N,21
21,26870,RENT,3,MEDICAL,A,10000,10.41,0,0.37,N,10
46,44270,MORTGAGE,0,DEBTCONSOLIDATION,A,3000,16.91,1,0.07,N,23
63,36638,RENT,0,HOMEIMPROVEMENT,E,35000,17.16,1,0.96,N,2
30,40452,MORTGAGE,15,MEDICAL,E,1000,15.41,0,0.02,N,14
50,63634,RENT,4,MEDICAL,C,30000,11.32,0,0.47,N,27
38,79351,MORTGAGE,5,EDUCATION,F,30000,14.73,1,0.38,N,3
37,101239,RENT,0,MEDICAL,D,7500,5.64,0,0.07,N,24
46,50517,OWN,3,PERSONAL,F,25000,17.19,1,0.49,N,11
28,58325,MORTGAGE,12,DEBTCONSOLIDATION,C,5000,6.59,0,0.09,N,24
60,53875,RENT,8,MEDICAL,B,25000,11.35,0,0.46,N,20
32,21224,OWN,10,VENTURE,C,15000,6.66,0,0.71,N,18
47,40747,RENT,5,PERSONAL,F,7500,18.39,0,0.18,N,25
28,40841,OWN,3,MEDICAL,B,10000,13.8,0,0.24,N,14
45,37971,MORTGAGE,6,PERSONAL,F,20000,16.06,1,0.53,N,27
24,48027,OTHER,4,EDUCATION,D,35000,15.92,1,0.73,N,15
53,43925,RENT,13,VENTURE,C,3000,18.47,0,0.07,N,28
21,29936,RENT,3,EDUCATION,C,15000,7.12,0,0.5,Y,12
39,45455,MORTGAGE,9,DEBTCONSOLIDATION,C,5000,15.56,0,0.11,Y,11
51,35613,OWN,1,EDUCATION,D,30000,14.2,1,0.84,Y,8
36,13231,RENT,9,HOMEIMPROVEMENT,A,2000,5.49,0,0.15,Y,11
34,24378,RENT,15,DEBTCONSOLIDATION,F,20000,8.22,1,0.82,N,25
25,51249,RENT,8,MEDICAL,C,3000,9.28,0,0.06,N,2
61,84621,OWN,7,PERSONAL,F,20000,6.16,0,0.24,N,15
46,14565,MORTGAGE,15,MEDICAL,D,30000,10.68,1,2.06,Y,4
48,31723,RENT,8,DEBTCONSOLIDATION,C,25000,5.44,0,0.79,N,14
22,60823,RENT,3,PERSONAL,C,25000,13.85,1,0.41,N,3
26,76046,MORTGAGE,3,DEBTCONSOLIDATION,E,15000,8.38,0,0.2,N,18
29,39733,RENT,9,EDUCATION,B,30000,9.59,0,0.76,Y,22
53,34843,MORTGAGE,10,EDUCATION,F,20000,19.57,1,0.57,N,4
61,90206,RENT,3,MEDICAL,C,35000,13.05,1,0.39,N,27
45,72987,MORTGAGE,4,EDUCATION,F,15000,9.3,0,0.21,Y,16
33,75305,OWN,15,VENTURE,E,15000,14.58,0,0.2,N,9
29,38791,MORTGAGE,1,EDUCATION,D,5000,8.23,0,0.13,N,7
33,85549,RENT,5,DEBTCONSOLIDATION,C,15000,6.19,0,0.18,N,27
51,18535,MORTGAGE,0,DEBTCONSOLIDATION,C,3000,5.33,0,0.16,N,10
61,86302,RENT,12,MEDICAL,E,30000,20.22,0,0.35,N,26
31,47416,OWN,1,PERSONAL,C,20000,16.59,1,0.42,N,12
24,52285,RENT,9,PERSONAL,D,35000,17.8,1,0.67,Y,23
54,30557,OWN,0,DEBTCONSOLIDATION,D,2000,20.69,1,0.07,N,3
58,19791,RENT,9,PERSONAL,C,5000,19.91,0,0.25,N,10
24,51733,RENT,13,EDUCATION,C,30000,16.79,1,0.58,N,19
58,64582,RENT,5,MEDICAL,B,10000,16.1,0,0.15,N,20
39,69657,OWN,6,PERSONAL,B,15000,10.39,0,0.22,N,23
26,65998,OTHER,5,HOMEIMPROVEMENT,E,30000,6.66,1,0.45,N,19
54,58928,RENT,3,HOMEIMPROVEMENT,E,15000,14.18,0,0.25,N,6
38,30887,RENT,12,EDUCATION,A,5000,14.22,0,0.16,N,19
33,71950,RENT,3,DEBTCONSOLIDATION,E,30000,20.24,1,0.42,N,13
61,29207,RENT,10,HOMEIMPROVEMENT,A,1000,12.08,0,0.03,Y,5
43,85266,MORTGAGE,2,EDUCATION,C,30000,16.05,0,0.35,N,16
39,47004,RENT,3,DEBTCONSOLIDATION,A,2000,14.2,0,0.04,N,12
31,47793,MORTGAGE,4,PERSONAL,F,20000,7.83,1,0.42,N,28
21,75581,MORTGAGE,7,VENTURE,F,2000,14.47,1,0.03,N,20
44,80881,MORTGAGE,5,VENTURE,C,25000,13.64,0,0.31,N,6
27,72064,OWN,10,HOMEIMPROVEMENT,B,1000,12.9,0,0.01,N,7
45,32525,RENT,2,MEDICAL,C,30000,13.21,1,0.92,N,14
41,71778,RENT,0,DEBTCONSOLIDATION,D,15000,7.62,0,0.21,N,24
35,32617,MORTGAGE,11,MEDICAL,B,2000,12.42,0,0.06,Y,11
21,72689,RENT,12,PERSONAL,C,25000,14.69,1,0.34,N,25
32,24038,RENT,0,HOMEIMPROVEMENT,D,15000,12.83,1,0.62,N,26
27,46777,OWN,8,DEBTCONSOLIDATION,B,5000,12.82,0,0.11,N,15
35,32518,MORTGAGE,4,MEDICAL,A,1000,6.24,0,0.03,N,5
41,75732,RENT,11,VENTURE,C,10000,8.05,0,0.13,N,21
39,85612,MORTGAGE,14,EDUCATION,D,2000,10.14,0,0.02,N,24
49,54149,RENT,13,MEDICAL,F,2000,11.71,0,0.04,N,13
45,53266,OWN,11,DEBTCONSOLIDATION,A,7500,14.5,0,0.14,N,16
53,69709,RENT,3,VENTURE,C,20000,18.81,0,0.29,N,27
52,85867,MORTGAGE,12,PERSONAL,C,15000,7.55,0,0.17,Y,11
55,49943,MORTGAGE,7,VENTURE,B,2000,5.24,0,0.04,N,12
64,38183,MORTGAGE,0,PERSONAL,D,35000,12.19,1,0.92,N,10
58,67753,MORTGAGE,5,EDUCATION,B,30000,11.91,0,0.44,N,12
46,19353,OWN,15,PERSONAL,B,5000,13.83,0,0.26,N,3
31,77251,MORTGAGE,14,HOMEIMPROVEMENT,D,3000,18.33,0,0.04,Y,14
55,34368,RENT,1,DEBTCONSOLIDATION,C,35000,17.84,0,1.02,N,28
28,43472,MORTGAGE,10,PERSONAL,F,15000,6.6,0,0.35,N,23
34,77499,OWN,12,EDUCATION,B,7500,19.94,0,0.1,N,27
30,39824,RENT,3,VENTURE,C,15000,6.77,1,0.38,N,27
22,67758,MORTGAGE,6,DEBTCONSOLIDATION,B,25000,15.15,1,0.37,N,9
29,86634,MORTGAGE,10,MEDICAL,B,3000,15.76,0,0.03,N,22
23,51793,RENT,5,PERSONAL,F,25000,15.88,1,0.48,N,22
41,57280,RENT,1,HOMEIMPROVEMENT,D,25000,9.25,1,0.44,Y,9
46,46179,OWN,9,VENTURE,B,15000,10.29,0,0.32,N,2
28,51937,MORTGAGE,15,MEDICAL,D,30000,13.78,1,0.58,N,7
22,28051,RENT,9,VENTURE,F,3000,8.19,0,0.11,Y,27
26,42324,OWN,11,EDUCATION,A,20000,5.32,0,0.47,N,14
48,25742,MORTGAGE,4,EDUCATION,B,10000,13.99,0,0.39,N,10
49,31276,MORTGAGE,2,HOMEIMPROVEMENT,B,10000,12.44,0,0.32,Y,29
46,18007,RENT,8,MEDICAL,E,5000,15.51,1,0.28,N,7
45,55936,OWN,4,MEDICAL,B,10000,7.35,0,0.18,Y,16
32,114210,MORTGAGE,14,PERSONAL,B,2000,18.45,0,0.02,N,24
25,39024,MORTGAGE,1,HOMEIMPROVEMENT,C,5000,7.34,0,0.13,N,17
54,79424,RENT,5,DEBTCONSOLIDATION,D,7500,19.26,0,0.09,Y,5
57,86063,RENT,5,EDUCATION,E,25000,12.19,0,0.29,N,29
35,26914,RENT,15,VENTURE,C,1000,13.8,0,0.04,N,27
64,29974,OWN,2,PERSONAL,C,20000,19.35,1,0.67,N,18
56,80450,RENT,0,PERSONAL,F,5000,9.8,0,0.06,N,10
35,46808,MORTGAGE,3,VENTURE,B,2000,7.91,0,0.04,N,13
63,25709,RENT,12,EDUCATION,B,7500,12.13,0,0.29,N,23
43,35652,RENT,2,HOMEIMPROVEMENT,D,5000,8.91,0,0.14,N,20
26,60465,RENT,3,VENTURE,D,15000,13.45,0,0.25,N,21
64,32959,MORTGAGE,1,MEDICAL,C,10000,9.4,0,0.3,N,27
63,12243,MORTGAGE,10,VENTURE,B,35000,18.83,0,2.86,N,13
41,41730,OWN,0,MEDICAL,D,35000,14.72,1,0.84,N,23
43,43455,OWN,4,VENTURE,D,10000,5.0,0,0.23,N,7
63,49247,RENT,3,EDUCATION,E,25000,17.89,1,0.51,Y,13
36,91990,OWN,7,MEDICAL,E,1000,10.28,0,0.01,N,10
35,50350,MORTGAGE,10,DEBTCONSOLIDATION,B,15000,10.12,0,0.3,N,21
